21197097,AMZN CAG COIN EXPR GME JWN LOW TWTR WOOF
21190518,TSLA
21189196,
21168143,AAPL ACCD ACIC ADSK API ARKF ARKK ARKW BEKE BIDU BLDE BMY CDXS CMII COIN CSTL DKNG GLEO GWRE HIBS IONS MASS MKTX NIU NVDA NVS ONEM ONVO PACB PATH PCAR PHR PLTR PSTI RXRX SGFY SNPS SPCE SQ STNE TDY TMO TREE TSP TWLO TWTR VRTX WKHS YHEKF ZM CRSP
21155104,AAPL AMZN MSFT TSLA TWTR
21143368,AAL BA DAL JETS LUV UAL
21119489,TSLA
21106007,MSTR
21074486,NMR PCCWY PCWLF PYPL
21045273,DIA EBAY MU QCOM QQQ REGN SPY TSLA WBA WKHS AMPE
21029752,AMC NIO SOS
21013184,
20991056,ZNGA
20972384,CHWY
20961494,AAPL
20918750,AMZN COIN TGLO
20917889,
20913933,BTX
20907296,CBULF LAZR PLUG
20905155,AAPL AIMC BAC CROX CURLF FB MSFT NUE PGR SHW TLRY X
20897495,NIO TSLA
20897054,
20867698,
20855854,
20865758,BAESY PLUG
20832499,TSLA
20828386,GS SAN SCGLF SCGLY
20817151,COIN
20807831,AMZN
20775369,CTRM JAGX NAKD SNDL SYPR
20758330,
20755328,NKLA
20669337,HAVLF PSYCF
20739110,CAN MSTR RIOT SOS SQ TSLA
20739301,AMD ARKF ARKG ARKK ARKQ ARKW ARKX BEAM BLI COIN DDD DKNG DOCU HUBS ICE INTU IONS IRDM MASS NFLX NIU NVDA NVS PATH PCAR PDD PHR PSTG PTON REGN RHHBY ROKU RTP RXRX SKLZ SPFR SQ SYRS TCEHY TMO TREE TSLA TWTR WDAY XLNX
20733691,BA
20713337,AMZN FIS FISV GOOG GOOGL GPN PYPL SQ
20712895,
20687068,CLOV
20641747,CRON MO SPY
20658863,
20642951,VUZI
20615624,COIN
20600393,APHA TLRY SPY
20601064,AMZN
20590804,AMZN GME TSLA
20570665,COIN FB GOOG GOOGL OCA
20550003,COIN FTCV GWAC VIH
20556860,CLOV
20555664,APHA CURLF GRWG
21917657,BAC WFC
21914492,GE
21909226,GOOG GOOGL UPST
21898461,BABA
21894682,AAL ETSY NVDA
21895161,COIN MARA RIOT
21889526,NEGG
21889223,ARKK ARKQ ARKW COIN PATH PSTG PSTI QSI TSLA
21881766,AAPL
21870512,GS
21862482,AMZN
21860621,BABA DIDI EDU
21830948,AAPL
21828734,BB
21812059,TLRY
21801770,TSLA TWTR
21786858,UPST
21752300,NTLA
21740511,MARA RIOT
21599092,
21718433,SQ TSLA TWTR
21720376,MARA RIOT
21717632,ARKG BFLY MSFT QSI
21716708,AMC BB CLNE CLOV GME TSLA WISH WKHS
21668609,WISH
21661664,
21641986,FB
21613099,AAPL AMZN FB GOOG GOOGL NFLX
21628042,COP DVN EQT MRO OXY XEC
21606389,MARA SOS
21607916,RUN SUN
21591193,COIN
21588921,CLF
21581910,AMC ARVL CLNE GME WISH
21575349,BABA
21563347,
21573547,BAC SAVE XOM
21566245,BA PLTR WFC
21551233,MSTR RIOT TSLA
21552291,
21530275,COIN RBLX
21527417,PLUG
21515065,JPM
21506174,
21473212,COIN TSLA
21468937,TSLA
21453609,AER GE
21380419,
21433227,CRON TSX:CRON
21431152,TLRY
21392944,
21397110,
21366537,BBKCF MARA SOS
21343781,HEXO TSX:HEXO
21335455,
21334818,PRVB
21311317,CVI IEP NWL OXY TSLA
21276215,FB MRNA TSLA
14368455,
21134823,AAL CCL DIS FOX GEVO K UAL
21127615,
21130431,RWBYF
21120438,COIN TSLA
21095042,DIS
21086893,UBER
21078340,AMZN
21064706,
21028700,BABA JD
21026703,
21023775,AAPL AMZN BNTX COIN COP KR NFLX PFE PTON VIAC
20994932,RXDX THMO VYNT
20973912,AMZN
20949933,
20948181,
20929654,
20876187,
20865812,F GM TSLA VWAGY WKSP
20845232,BBIG INVZ POSH
20832028,AMZN
20816267,MNMD
20751935,
20785535,AAPL MSFT MSTR TSLA
20773685,
20767724,
20740883,ARKF ARKG ARKK ARKQ ARKW COIN MSFT SQ
20719652,
20718639,ARKF ARKK ARKW BEAM BLI DDD DKNG ICE IONS IRDM JD NIU NVS OKTA OPEN PCAR PDD PLTR PSTG PTON RBLX RHHBY ROKU RTP RXRX SPFR TCEHY TMO TREE TSM TSP TWTR WKHS XLNX
20690309,CRM GBTC MDP MSTR SQ TSLA
20712130,CLNE LAZR
20692962,FB GOOG GOOGL
20693602,
20676474,COIN GS JPM SQ TSLA
20656424,
20585281,AAPL AMD INTC LITE
20578435,AGI APP COIN NAV TSP ALKY KRAT
20575479,TSLA
20572979,
20571388,AAPL FB GOOG GOOGL MSFT SONY SSNLF
20545483,KMI MO T WMB XOM
20551389,ACIC ADBE ARKF ARKG ARKK ARKQ ARKW ARKX AVAV BAINF DKNG DOCU IRDM KTOS LC MASS OKTA PDD PHR PSTI RPTX SGFY SNPS SPFR SYRS TREE TSLA TSM TTD TXG YHEKF ZM
21917949,AAPL
21902696,PLTR
21899799,BAC WFC
21886852,CARV
21870141,AMZN BABA MSFT
21860968,CCXI
21849745,AAPL AMC AMD DIDI INTC NVDA UBER
21841565,NKE
21825180,AMD INTC
21812690,AAPL FB GOOG GOOGL PLTR
21809229,AMZN MSFT T
21808761,AYRO PENN SNDL
21788157,RIG
21771399,TSLA
21769084,RIOT
21762373,GM REGN TSLA
